participant_id,questionnaire_started_at,experiment_finished_at,experiment_status,age,gender,dominant_hand,calm_active_assessment,mouse_use_frequency,controller_a_mode,controller_b_mode,controller_a_sense_of_agency_rating,controller_b_sense_of_agency_rating,controller_a_assistive_interaction_rating,controller_b_assistive_interaction_rating,controller_a_user_experience_rating,controller_b_user_experience_rating
P05,2026-08-05T15:50:00.786360+02:00,2026-08-05T15:55:41.881037+02:00,completed,25,man,right,somewhat_calm,four_to_six_days_per_week,fixed,adaptive,4,4,2,4,3,5
