Controller,Mode,Duration,RMSE,Maximum Error
Fixed,Careful,16.099592924118042,0.004409183676871531,0.008621685219333321
Fixed,Normal,14.4502854347229,0.0030109751687860515,0.007088661933333324
Fixed,Aggressive,11.540066719055172,0.003551792555465092,0.0078030405399999786
Fixed,All,42.08994507789611,0.0036573171337075583,0.007837795897555542
Adaptive,Careful,18.970199584960934,0.0024754901911687413,0.004962447936666663
Adaptive,Normal,14.80987644195557,0.0042034153518063465,0.011225974930000007
Adaptive,Aggressive,11.630228281021097,0.003735726733469958,0.00969450195626668
Adaptive,All,45.4103043079376,0.003471544092148349,0.00862764160764445
