participant_id,questionnaire_started_at,experiment_finished_at,experiment_status,age,gender,dominant_hand,calm_active_assessment,mouse_use_frequency,controller_a_mode,controller_b_mode,controller_a_sense_of_agency_rating,controller_b_sense_of_agency_rating,controller_a_assistive_interaction_rating,controller_b_assistive_interaction_rating,controller_a_user_experience_rating,controller_b_user_experience_rating
P12,2026-08-05T17:21:38.736897+02:00,2026-08-05T17:27:33.656309+02:00,completed,24,man,right,balanced,less_than_weekly,fixed,adaptive,4,4,2,4,2,4
