participant_id,session_id,trial_id,attempt_id,filename,start_timestamp,end_timestamp,outcome,reason
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,0,1,trial_000000_attempt_001.csv,1785314916.3973162,1785314919.3424532,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,1,1,trial_000001_attempt_001.csv,1785314922.3650894,1785314926.5427632,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,2,1,trial_000002_attempt_001.csv,1785314930.5680566,1785314934.042794,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,3,1,trial_000003_attempt_001.csv,1785314936.5603762,1785314939.942954,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,4,1,trial_000004_attempt_001.csv,1785314943.3040493,1785314946.3432856,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,5,1,trial_000005_attempt_001.csv,1785314969.3567224,1785314972.0426874,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,6,1,trial_000006_attempt_001.csv,1785314977.6172757,1785314979.6428814,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,7,1,trial_000007_attempt_001.csv,1785314982.8363562,1785314985.7436504,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,8,1,trial_000008_attempt_001.csv,1785314990.0053213,1785314993.64265,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,9,1,trial_000009_attempt_001.csv,1785314996.7503157,1785314999.4426136,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,10,1,trial_000010_attempt_001.csv,1785315006.8143895,1785315008.7431312,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,11,1,trial_000011_attempt_001.csv,1785315010.887761,1785315013.342904,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,12,1,trial_000012_attempt_001.csv,1785315015.1924937,1785315017.2426412,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,13,1,trial_000013_attempt_001.csv,1785315020.1032722,1785315022.443802,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,14,1,trial_000014_attempt_001.csv,1785315024.78901,1785315027.1426868,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,15,1,trial_000015_attempt_001.csv,1785315035.593376,1785315039.6423979,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,16,1,trial_000016_attempt_001.csv,1785315044.6773446,1785315047.9428673,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,17,1,trial_000017_attempt_001.csv,1785315052.4463687,1785315056.742656,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,18,1,trial_000018_attempt_001.csv,1785315061.4355733,1785315064.8426635,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,19,1,trial_000019_attempt_001.csv,1785315067.7630618,1785315070.9427772,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,20,1,trial_000020_attempt_001.csv,1785315075.8715467,1785315077.8428416,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,21,1,trial_000021_attempt_001.csv,1785315080.1022685,1785315082.5430307,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,22,1,trial_000022_attempt_001.csv,1785315085.0214958,1785315087.6425622,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,23,1,trial_000023_attempt_001.csv,1785315090.5824487,1785315092.9425056,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,24,1,trial_000024_attempt_001.csv,1785315094.7418215,1785315096.7425532,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,25,1,trial_000025_attempt_001.csv,1785315100.9603531,1785315103.3429883,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,26,1,trial_000026_attempt_001.csv,1785315107.5976408,1785315110.1427503,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,27,1,trial_000027_attempt_001.csv,1785315112.5810225,1785315115.8425512,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,28,1,trial_000028_attempt_001.csv,1785315118.9372096,1785315121.042583,COMPLETED,
P02,6800b3a4-1011-434f-a1f4-d5be725d3709,29,1,trial_000029_attempt_001.csv,1785315124.7628858,1785315126.7425823,COMPLETED,
