Controller,Mode,Duration,RMSE,Maximum Error
Fixed,Careful,766.6571762561798,0.003694178249317038,0.007249278812596498
Fixed,Normal,426.4261598587036,0.00336033331293758,0.006914629341052645
Fixed,Aggressive,290.7767581939697,0.004552095839918819,0.010194396701929832
Fixed,All,1483.8600943088531,0.003868869134057812,0.008119434951859659
Adaptive,Careful,480.93297028541565,0.003114496384901153,0.006343535079298259
Adaptive,Normal,356.64660811424255,0.0033007619539342655,0.007358337004435098
Adaptive,Aggressive,268.1155285835266,0.003871060958321126,0.009143376815768437
Adaptive,All,1105.6951069831848,0.003428773099052182,0.007615082966500598
