Controller,Mode,Duration,RMSE,Maximum Error
Fixed,Careful,32.370890617370605,0.00350605937335269,0.006092492733333341
Fixed,Normal,17.70050930976869,0.004409662669882237,0.009033985700000002
Fixed,Aggressive,12.85021352767943,0.0038155027301457743,0.00931061291666667
Fixed,All,62.921613454818726,0.0039104082577935675,0.008145697116666671
Adaptive,Careful,19.099475145339966,0.0025149768326165832,0.005003981316666673
Adaptive,Normal,14.020415544509891,0.003202010231058497,0.007492922133333318
Adaptive,Aggressive,11.91094422340393,0.003511446260602652,0.00895344921666664
Adaptive,All,45.030834913253784,0.0030761444414259104,0.007150117555555545
