participant_id,questionnaire_started_at,experiment_finished_at,experiment_status,age,gender,dominant_hand,calm_active_assessment,mouse_use_frequency,controller_a_mode,controller_b_mode,controller_a_sense_of_agency_rating,controller_b_sense_of_agency_rating,controller_a_assistive_interaction_rating,controller_b_assistive_interaction_rating,controller_a_user_experience_rating,controller_b_user_experience_rating
P08,2026-08-05T16:33:00.361376+02:00,2026-08-05T16:38:52.472081+02:00,completed,26,man,right,balanced,one_to_three_days_per_week,fixed,adaptive,2,5,3,5,5,5
