Controller,Mode,Duration,RMSE,Maximum Error
Fixed,Careful,16.040084838867188,0.0032319001664061326,0.006644773133333323
Fixed,Normal,13.44993948936462,0.00476690444335637,0.009356621733333334
Fixed,Aggressive,12.009867906570424,0.005073523653004144,0.010939386433333387
Fixed,All,41.49989223480223,0.004357442754255548,0.008980260433333349
Adaptive,Careful,14.329797983169557,0.002507329305454164,0.005452630866666698
Adaptive,Normal,12.569725751876835,0.0030365642529150486,0.007305582633333339
Adaptive,Aggressive,12.659853219985965,0.003436831268470138,0.009448210133333348
Adaptive,All,39.559376955032356,0.0029935749422797834,0.007402141211111128
