Controller,Mode,Duration,RMSE,Maximum Error
Fixed,Careful,23.579378128051758,0.002775915995153994,0.0052034996666666935
Fixed,Normal,16.049080848693844,0.003485576832510571,0.007772316366666685
Fixed,Aggressive,11.589460611343384,0.004128137543629447,0.00976099273333336
Fixed,All,51.21791958808899,0.003463210123764671,0.007578936255555579
Adaptive,Careful,17.219774961471554,0.0025338624966596657,0.005769356900000018
Adaptive,Normal,14.009414911270138,0.0031170963313534215,0.007268562800000047
Adaptive,Aggressive,11.349503278732303,0.0029847383298081936,0.0076609905000000105
Adaptive,All,42.578693151474,0.00287856571927376,0.006899636733333358
