Controller,Mode,Duration,RMSE,Maximum Error
Fixed,Careful,92.859965801239,0.0018181314431901863,0.0036835687300000204
Fixed,Normal,34.620245218276935,0.0033804558331222774,0.006712829733333366
Fixed,Aggressive,13.020090341567965,0.00503312603112615,0.010221944309999996
Fixed,All,140.5003013610839,0.003410571102479538,0.006872780924444461
Adaptive,Careful,37.83035683631898,0.002752405638042285,0.005058839363333339
Adaptive,Normal,21.509483814239495,0.0036968998508485527,0.007238941636666652
Adaptive,Aggressive,11.77970576286316,0.0038426023812492666,0.008775353909999976
Adaptive,All,71.11954641342163,0.003430635956713368,0.007024378303333322
