Controller,Mode,Duration,RMSE,Maximum Error
Fixed,Careful,18.680186510086056,0.005009491012352256,0.009751408300000009
Fixed,Normal,14.929451704025272,0.004306770613711701,0.00847753390000003
Fixed,Aggressive,13.98965167999269,0.008656217917884824,0.02127863138333333
Fixed,All,47.59928989410402,0.005990826514649594,0.013169191194444456
Adaptive,Careful,19.319504737854004,0.003083149308628279,0.006741396933333382
Adaptive,Normal,13.549642086029053,0.0031623984479183117,0.0073119609333333795
Adaptive,Aggressive,12.849608659744256,0.005447681036836207,0.012051834216666687
Adaptive,All,45.71875548362731,0.0038977429311275995,0.008701730694444484
