participant_id,session_id,trial_id,attempt_id,filename,start_timestamp,end_timestamp,outcome,reason
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,0,1,trial_000000_attempt_001.csv,1786090380.6620312,1786090385.881388,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,1,1,trial_000001_attempt_001.csv,1786090396.8343213,1786090409.9811354,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,2,1,trial_000002_attempt_001.csv,1786090419.1551268,1786090429.3810318,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,3,1,trial_000003_attempt_001.csv,1786090441.1662648,1786090448.1812153,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,4,1,trial_000004_attempt_001.csv,1786090454.9123302,1786090459.7811673,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,5,1,trial_000005_attempt_001.csv,1786090465.862852,1786090478.481466,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,6,1,trial_000006_attempt_001.csv,1786090487.029561,1786090494.4808974,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,7,1,trial_000007_attempt_001.csv,1786090497.1485682,1786090503.8811083,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,8,1,trial_000008_attempt_001.csv,1786090514.6986248,1786090521.5813122,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,9,1,trial_000009_attempt_001.csv,1786090525.8007345,1786090531.3817499,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,10,1,trial_000010_attempt_001.csv,1786090535.8612115,1786090540.481523,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,11,1,trial_000011_attempt_001.csv,1786090545.1263802,1786090549.9810505,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,12,1,trial_000012_attempt_001.csv,1786090557.5782888,1786090561.2811618,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,13,1,trial_000013_attempt_001.csv,1786090564.8421824,1786090569.3817956,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,14,1,trial_000014_attempt_001.csv,1786090573.2030947,1786090576.2811491,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,15,1,trial_000015_attempt_001.csv,1786090578.534053,1786090581.5814438,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,16,1,trial_000016_attempt_001.csv,1786090584.574486,1786090587.882125,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,17,1,trial_000017_attempt_001.csv,1786090591.6392963,1786090594.9814234,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,18,1,trial_000018_attempt_001.csv,1786090604.6826215,1786090607.4814079,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,19,1,trial_000019_attempt_001.csv,1786090610.1835523,1786090613.8813844,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,20,1,trial_000020_attempt_001.csv,1786090617.0510683,1786090620.3810964,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,21,1,trial_000021_attempt_001.csv,1786090625.3085704,1786090630.8814697,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,22,1,trial_000022_attempt_001.csv,1786090632.5612984,1786090638.181332,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,23,1,trial_000023_attempt_001.csv,1786090641.1917067,1786090644.281072,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,24,1,trial_000024_attempt_001.csv,1786090651.9889743,1786090657.9811535,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,25,1,trial_000025_attempt_001.csv,1786090661.2150478,1786090665.081707,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,26,1,trial_000026_attempt_001.csv,1786090667.6739953,1786090671.9811456,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,27,1,trial_000027_attempt_001.csv,1786090674.622853,1786090680.0814753,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,28,1,trial_000028_attempt_001.csv,1786090685.705732,1786090689.1808565,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,29,1,trial_000029_attempt_001.csv,1786090692.4229944,1786090696.5813282,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,30,1,trial_000030_attempt_001.csv,1786090705.7970831,1786090709.38093,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,31,1,trial_000031_attempt_001.csv,1786090713.6533585,1786090716.0816877,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,32,1,trial_000032_attempt_001.csv,1786090719.0645745,1786090722.8809764,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,33,1,trial_000033_attempt_001.csv,1786090725.4447794,1786090728.281471,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,34,1,trial_000034_attempt_001.csv,1786090730.8308983,1786090734.9810123,COMPLETED,
P17,e56dda32-e79e-466f-9d49-8ce4193bbfab,35,1,trial_000035_attempt_001.csv,1786090737.1458435,1786090741.0814443,COMPLETED,
