Controller,Mode,Duration,RMSE,Maximum Error
Fixed,Careful,24.860304832458496,0.0035269403278237687,0.007808892333333379
Fixed,Normal,15.089614629745487,0.005119625382655673,0.01095492923333332
Fixed,Aggressive,12.789786577224724,0.0050622114265502964,0.01218019839999998
Fixed,All,52.739706039428704,0.004569592379009913,0.010314673322222226
Adaptive,Careful,15.77942371368408,0.0036641312784080828,0.007833198866666688
Adaptive,Normal,14.589398622512807,0.0035595423388512727,0.009060782233333316
Adaptive,Aggressive,12.639990091323849,0.004787522199164943,0.012632704483333326
Adaptive,All,43.00881242752074,0.0040037319388081,0.009842228527777778
