participant_id,questionnaire_started_at,experiment_finished_at,experiment_status,age,gender,dominant_hand,calm_active_assessment,mouse_use_frequency,controller_a_mode,controller_b_mode,controller_a_sense_of_agency_rating,controller_b_sense_of_agency_rating,controller_a_assistive_interaction_rating,controller_b_assistive_interaction_rating,controller_a_user_experience_rating,controller_b_user_experience_rating
P01,2026-08-04T09:03:27.867550+02:00,2026-08-04T09:07:39.630550+02:00,completed,24,man,right,balanced,daily,fixed,adaptive,3,5,4,2,3,3
