schema_version,participant_id,session_id,trial_id,attempt_id,input_source,controller_family,order_strategy,order_seed,estimator_state_policy,max_control_amplitude,timestamp,monotonic_timestamp,missed_cycle_count,cursor_timestamp,cursor_sample_sequence,study_running,study_phase,study_controller_mode,start_x,start_y,start_z,end_x,end_y,end_z,cursor_x,cursor_y,cursor_z,haply_pos_x,haply_pos_y,haply_pos_z,haply_vel_x,haply_vel_y,haply_vel_z,K_h,u_h,K_a,u_a,endpoint_reached
3,P01,c0150e75-d12d-467e-96b2-81d06399c7ad,29,1,haply,mpc,seeded_random,3975743691,persist_session,10.0,32.689001436233525,4227.786154997,0,1785827216.583401,360,True,normal,adaptive,-0.064,-0.048,0.0,0.064,0.048,0.0,-0.064120056,-0.0485696599999999,0.0,0.010439915,-0.17082147,0.16867104,-0.00067259115,-3.0352781e-05,1.0936277e-05,,,"{""Controller Type"": ""MPC Controller"", ""weight_comfort"": 500.0, ""weight_trajectory"": 3000.0, ""weight_goal"": 1000.0, ""Q"": [[3000.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 3000.0, 0.0], [0.0, 0.0, 0.0, 0.0]], ""R"": [[500.0, 0.0], [0.0, 500.0]], ""P"": [[1000.0, 0.0, 0.0, 0.0], [0.0, 100000.0, 0.0, 0.0], [0.0, 0.0, 1000.0, 0.0], [0.0, 0.0, 0.0, 100000.0]]}","[0.008511869268096984, 0.006424051549561891, 0.0]",False
3,P01,c0150e75-d12d-467e-96b2-81d06399c7ad,29,1,haply,mpc,seeded_random,3975743691,persist_session,10.0,32.69895731925965,4227.796100383,0,1785827216.5934367,361,True,normal,adaptive,-0.064,-0.048,0.0,0.064,0.048,0.0,-0.064106085,-0.0486523799999999,0.0,0.010439915,-0.17082147,0.16867104,-0.0010420504,6.2028394e-06,-2.3214694e-05,"[1.2926823796501319, 0.7595830325248508, 0.0, 0.0, 0.0, 0.0, 1.85638016392503, -0.03959178505572442]","[0.166657911594304, 0.17974989751512108, 0.0]","{""Controller Type"": ""MPC Controller"", ""weight_comfort"": 518.8229201713302, ""weight_trajectory"": 2887.0624789720187, ""weight_goal"": 1000.0, ""Q"": [[2887.0624789720187, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 2887.0624789720187, 0.0], [0.0, 0.0, 0.0, 0.0]], ""R"": [[518.8229201713302, 0.0], [0.0, 518.8229201713302]], ""P"": [[1000.0, 0.0, 0.0, 0.0], [0.0, 100000.0, 0.0, 0.0], [0.0, 0.0, 1000.0, 0.0], [0.0, 0.0, 0.0, 100000.0]]}","[0.008485059626976802, 0.0065827870360213895, 0.0]",False
3,P01,c0150e75-d12d-467e-96b2-81d06399c7ad,29,1,haply,mpc,seeded_random,3975743691,persist_session,10.0,32.70881449699402,4227.805971646,0,1785827216.603862,362,True,normal,adaptive,-0.064,-0.048,0.0,0.064,0.048,0.0,-0.064106085,-0.0486523799999999,0.0,0.010439915,-0.17082147,0.16867104,-0.0015625823,2.3085862e-05,-4.518959e-05,"[1.2926823796501319, 0.7595830325248508, 0.0, 0.0, 0.0, 0.0, 1.85638016392503, -0.03959178505572442]","[0.166657911594304, 0.17974989751512108, 0.0]","{""Controller Type"": ""MPC Controller"", ""weight_comfort"": 518.8229201713302, ""weight_trajectory"": 2887.0624789720187, ""weight_goal"": 1000.0, ""Q"": [[2887.0624789720187, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 2887.0624789720187, 0.0], [0.0, 0.0, 0.0, 0.0]], ""R"": [[518.8229201713302, 0.0], [0.0, 518.8229201713302]], ""P"": [[1000.0, 0.0, 0.0, 0.0], [0.0, 100000.0, 0.0, 0.0], [0.0, 0.0, 1000.0, 0.0], [0.0, 0.0, 0.0, 100000.0]]}","[0.008356763561217565, 0.006314297386381648, 0.0]",False
3,P01,c0150e75-d12d-467e-96b2-81d06399c7ad,29,1,haply,mpc,seeded_random,3975743691,persist_session,10.0,32.71895253181458,4227.816086414,0,1785827216.61339,363,True,normal,adaptive,-0.064,-0.048,0.0,0.064,0.048,0.0,-0.064106085,-0.0486523799999999,0.0,0.010439915,-0.17082147,0.16867104,-0.0011378794,6.865273e-05,-7.206699e-05,"[1.2748540315544823, 0.7665860875016322, 0.0, 0.0, 0.0, 0.0, 1.8783529146387536, -0.04937820465121228]","[0.1633165589289112, 0.18154727967977238, 0.0]","{""Controller Type"": ""MPC Controller"", ""weight_comfort"": 518.8229201713302, ""weight_trajectory"": 2887.0624789720187, ""weight_goal"": 1000.0, ""Q"": [[2887.0624789720187, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 2887.0624789720187, 0.0], [0.0, 0.0, 0.0, 0.0]], ""R"": [[518.8229201713302, 0.0], [0.0, 518.8229201713302]], ""P"": [[1000.0, 0.0, 0.0, 0.0], [0.0, 100000.0, 0.0, 0.0], [0.0, 0.0, 1000.0, 0.0], [0.0, 0.0, 0.0, 100000.0]]}","[0.008356763561226038, 0.006314297386387173, 0.0]",False
3,P01,c0150e75-d12d-467e-96b2-81d06399c7ad,29,1,haply,mpc,seeded_random,3975743691,persist_session,10.0,32.728804225921635,4227.825963922,0,1785827216.623705,364,True,normal,adaptive,-0.064,-0.048,0.0,0.064,0.048,0.0,-0.064106085,-0.0486523799999999,0.0,0.010444576,-0.17076665,0.16862972,-0.0008004316,0.00010486114,-9.3414405e-05,"[1.2748540315544823, 0.7665860875016322, 0.0, 0.0, 0.0, 0.0, 1.8783529146387536, -0.04937820465121228]","[0.1633165589289112, 0.18154727967977238, 0.0]","{""Controller Type"": ""MPC Controller"", ""weight_comfort"": 518.8229201713302, ""weight_trajectory"": 2887.0624789720187, ""weight_goal"": 1000.0, ""Q"": [[2887.0624789720187, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 2887.0624789720187, 0.0], [0.0, 0.0, 0.0, 0.0]], ""R"": [[518.8229201713302, 0.0], [0.0, 518.8229201713302]], ""P"": [[1000.0, 0.0, 0.0, 0.0], [0.0, 100000.0, 0.0, 0.0], [0.0, 0.0, 1000.0, 0.0], [0.0, 0.0, 0.0, 100000.0]]}","[0.00835676356122604, 0.006314297386387173, 0.0]",False
3,P01,c0150e75-d12d-467e-96b2-81d06399c7ad,29,1,haply,mpc,seeded_random,3975743691,persist_session,10.0,32.73884641647339,4227.83598209,0,1785827216.6334696,365,True,normal,adaptive,-0.064,-0.048,0.0,0.064,0.048,0.0,-0.064092102,-0.0487350199999999,0.0,0.010444576,-0.17076665,0.16862972,-0.0005720962,0.00016846647,-0.00013734742,"[1.2651770467044268, 0.7703690075337043, 0.0, 0.0, 0.0, 0.0, 1.8415640965245808, -0.03245845683184148]","[0.16259565532195638, 0.17827732629257126, 0.0]","{""Controller Type"": ""MPC Controller"", ""weight_comfort"": 518.8229201713302, ""weight_trajectory"": 2887.0624789720187, ""weight_goal"": 1000.0, ""Q"": [[2887.0624789720187, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 2887.0624789720187, 0.0], [0.0, 0.0, 0.0, 0.0]], ""R"": [[518.8229201713302, 0.0], [0.0, 518.8229201713302]], ""P"": [[1000.0, 0.0, 0.0, 0.0], [0.0, 100000.0, 0.0, 0.0], [0.0, 0.0, 1000.0, 0.0], [0.0, 0.0, 0.0, 100000.0]]}","[0.008329564014648712, 0.006475047620911192, 0.0]",False
3,P01,c0150e75-d12d-467e-96b2-81d06399c7ad,29,1,haply,mpc,seeded_random,3975743691,persist_session,10.0,32.74881517410279,4227.845969723,0,1785827216.643454,366,True,normal,adaptive,-0.064,-0.048,0.0,0.064,0.048,0.0,-0.064092102,-0.0487350199999999,0.0,0.010444576,-0.17076665,0.16862972,-0.00040309358,0.00021554397,-0.00016986449,"[1.2479200734992826, 0.7771479384758629, 0.0, 0.0, 0.0, 0.0, 1.8632336214535115, -0.042106844581706056]","[0.15984870534251758, 0.18023994163597779, 0.0]","{""Controller Type"": ""MPC Controller"", ""weight_comfort"": 518.4181240138005, ""weight_trajectory"": 2889.4912559171967, ""weight_goal"": 1000.0, ""Q"": [[2889.4912559171967, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 2889.4912559171967, 0.0], [0.0, 0.0, 0.0, 0.0]], ""R"": [[518.4181240138005, 0.0], [0.0, 518.4181240138005]], ""P"": [[1000.0, 0.0, 0.0, 0.0], [0.0, 100000.0, 0.0, 0.0], [0.0, 0.0, 1000.0, 0.0], [0.0, 0.0, 0.0, 100000.0]]}","[0.008355622965623853, 0.006321038344732869, 0.0]",False
3,P01,c0150e75-d12d-467e-96b2-81d06399c7ad,29,1,haply,mpc,seeded_random,3975743691,persist_session,10.0,32.759006376266484,4227.856148192,0,1785827216.6535373,367,True,normal,adaptive,-0.064,-0.048,0.0,0.064,0.048,0.0,-0.064092102,-0.0487350199999999,0.0,0.010449235,-0.17071183,0.16858847,-0.00026113156,0.00045695752,-0.00034933776,"[1.236120690256539, 0.7817830041511564, 0.0, 0.0, 0.0, 0.0, 1.8466783263582316, -0.03473557516456091]","[0.15833729754065098, 0.17863846483383, 0.0]","{""Controller Type"": ""MPC Controller"", ""weight_comfort"": 518.4181240138005, ""weight_trajectory"": 2889.4912559171967, ""weight_goal"": 1000.0, ""Q"": [[2889.4912559171967, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 2889.4912559171967, 0.0], [0.0, 0.0, 0.0, 0.0]], ""R"": [[518.4181240138005, 0.0], [0.0, 518.4181240138005]], ""P"": [[1000.0, 0.0, 0.0, 0.0], [0.0, 100000.0, 0.0, 0.0], [0.0, 0.0, 1000.0, 0.0], [0.0, 0.0, 0.0, 100000.0]]}","[0.00835891364767301, 0.006323536642239068, 0.0]",False
3,P01,c0150e75-d12d-467e-96b2-81d06399c7ad,29,1,haply,mpc,seeded_random,3975743691,persist_session,10.0,32.76892911911011,4227.866076115,0,1785827216.6635532,368,True,normal,adaptive,-0.064,-0.048,0.0,0.064,0.048,0.0,-0.064078125,-0.04881752,0.0,0.0104539,-0.17065693,0.16854718,-0.00014481525,0.0008562531,-0.0006480686,"[1.234656773812408, 0.7823523595590156, 0.0, 0.0, 0.0, 0.0, 1.7519437026788809, 0.01022169638137975]","[0.15922427557468816, 0.16953464989034947, 0.0]","{""Controller Type"": ""MPC Controller"", ""weight_comfort"": 518.4181240138005, ""weight_trajectory"": 2889.4912559171967, ""weight_goal"": 1000.0, ""Q"": [[2889.4912559171967, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 2889.4912559171967, 0.0], [0.0, 0.0, 0.0, 0.0]], ""R"": [[518.4181240138005, 0.0], [0.0, 518.4181240138005]], ""P"": [[1000.0, 0.0, 0.0, 0.0], [0.0, 100000.0, 0.0, 0.0], [0.0, 0.0, 1000.0, 0.0], [0.0, 0.0, 0.0, 100000.0]]}","[0.008332371492612952, 0.006480203150977436, 0.0]",False
3,P01,c0150e75-d12d-467e-96b2-81d06399c7ad,29,1,haply,mpc,seeded_random,3975743691,persist_session,10.0,32.77885734558106,4227.876010785,0,1785827216.6733603,369,True,normal,adaptive,-0.064,-0.048,0.0,0.064,0.048,0.0,-0.06406413,-0.0489001,0.0,0.0104539,-0.17065693,0.16854718,-5.1708827e-05,0.0012197667,-0.0009201815,"[1.2233820138072333, 0.7867363966362404, 0.0, 0.0, 0.0, 0.0, 1.734244320972932, 0.018631914751939573]","[0.1577940464915627, 0.16789155954827453, 0.0]","{""Controller Type"": ""MPC Controller"", ""weight_comfort"": 517.3499876425221, ""weight_trajectory"": 2895.900074144867, ""weight_goal"": 1000.0, ""Q"": [[2895.900074144867, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 2895.900074144867, 0.0], [0.0, 0.0, 0.0, 0.0]], ""R"": [[517.3499876425221, 0.0], [0.0, 517.3499876425221]], ""P"": [[1000.0, 0.0, 0.0, 0.0], [0.0, 100000.0, 0.0, 0.0], [0.0, 0.0, 1000.0, 0.0], [0.0, 0.0, 0.0, 100000.0]]}","[0.008330654917461195, 0.0064902844722456235, 0.0]",False
