participant_id,session_id,trial_id,attempt_id,filename,start_timestamp,end_timestamp,outcome,reason
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,0,1,trial_000000_attempt_001.csv,1785320781.5191011,1785320784.9420748,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,1,1,trial_000001_attempt_001.csv,1785320789.6585069,1785320793.2424486,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,2,1,trial_000002_attempt_001.csv,1785320798.3963158,1785320801.4421403,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,3,1,trial_000003_attempt_001.csv,1785320807.0897608,1785320810.2424603,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,4,1,trial_000004_attempt_001.csv,1785320812.5548408,1785320815.2426622,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,5,1,trial_000005_attempt_001.csv,1785320822.9939039,1785320826.0424135,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,6,1,trial_000006_attempt_001.csv,1785320828.5721686,1785320831.6429536,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,7,1,trial_000007_attempt_001.csv,1785320833.8998768,1785320836.3421142,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,8,1,trial_000008_attempt_001.csv,1785320839.072773,1785320841.3422308,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,9,1,trial_000009_attempt_001.csv,1785320843.633918,1785320845.9429455,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,10,1,trial_000010_attempt_001.csv,1785320851.1669712,1785320853.1422021,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,11,1,trial_000011_attempt_001.csv,1785320854.5290005,1785320857.0423336,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,12,1,trial_000012_attempt_001.csv,1785320859.7265854,1785320861.6424818,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,13,1,trial_000013_attempt_001.csv,1785320865.3021367,1785320867.5424013,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,14,1,trial_000014_attempt_001.csv,1785320870.0598476,1785320872.1426015,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,15,1,trial_000015_attempt_001.csv,1785320888.4219875,1785320890.9433756,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,16,1,trial_000016_attempt_001.csv,1785320892.959259,1785320894.9428794,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,17,1,trial_000017_attempt_001.csv,1785320897.5570858,1785320900.042615,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,18,1,trial_000018_attempt_001.csv,1785320902.313515,1785320905.242215,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,19,1,trial_000019_attempt_001.csv,1785320907.769929,1785320910.6423616,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,20,1,trial_000020_attempt_001.csv,1785320915.6686203,1785320918.295767,ABORTED,system_not_ready
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,20,2,trial_000020_attempt_002.csv,1785320922.6176503,1785320924.2825665,ABORTED,system_not_ready
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,20,3,trial_000020_attempt_003.csv,1785320928.4562542,1785320930.4425604,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,21,1,trial_000021_attempt_001.csv,1785320934.7846293,1785320937.4425778,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,22,1,trial_000022_attempt_001.csv,1785320939.906719,1785320941.74232,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,23,1,trial_000023_attempt_001.csv,1785320945.0396864,1785320947.143002,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,24,1,trial_000024_attempt_001.csv,1785320949.7588153,1785320951.9424946,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,25,1,trial_000025_attempt_001.csv,1785320957.025458,1785320958.942087,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,26,1,trial_000026_attempt_001.csv,1785320961.6752439,1785320963.6426787,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,27,1,trial_000027_attempt_001.csv,1785320966.3419166,1785320968.1424866,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,28,1,trial_000028_attempt_001.csv,1785320970.541022,1785320972.5429945,COMPLETED,
P03,c9e11640-b60c-4c47-aac7-7e0bce0f1d3f,29,1,trial_000029_attempt_001.csv,1785320975.1555157,1785320977.6422958,COMPLETED,
