Controller,Mode,Duration,RMSE,Maximum Error
Fixed,Careful,52.990543603897095,0.005455376833991978,0.01234556670000001
Fixed,Normal,35.99033546447754,0.00391135416528742,0.007128749400000026
Fixed,Aggressive,20.899991273879976,0.005337470415327376,0.010526024666666719
Fixed,All,109.88087034225461,0.004901400471535592,0.010000113588888918
Adaptive,Careful,24.00052928924561,0.0056811831560993195,0.010992486383333338
Adaptive,Normal,27.150402784347545,0.006462438340861982,0.012996781766666654
Adaptive,Aggressive,20.629625558853157,0.005422348495642198,0.010263307366666669
Adaptive,All,71.78055763244632,0.005855323330867833,0.01141752517222222
